id,school_id,constituent_id,degree_type,school_or_unit,major,class_year,start_year,record_source
320,1,18072,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,1954,1950,online
321,1,166,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,1959,1955,advancement_entry
322,1,14990,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,1994,1990,crm_import
323,1,14990,J.D. Doctor of Jurisprudence,School of Business,Business Administration,2000,1998,crm_import
324,1,772,B.S. Bachelor of Science,School of Health Sciences,Public Health,2010,2006,crm_import
325,1,12947,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,1973,1969,crm_import
326,1,12947,A.B. Bachelor of Arts,College of Arts and Sciences,Economics,1976,1974,crm_import
327,1,13693,Certificate,School of Engineering,Mechanical Engineering,2015,2011,crm_import
328,1,13693,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,2022,2020,crm_import
329,1,1738,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,1954,1950,crm_import
330,1,5544,B.B.A. Bachelor of Business Administration,School of Education,Education,1999,1995,crm_import
331,1,13038,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,1997,1993,online
332,1,13609,Certificate,School of Engineering,Computer Science,1997,1993,online
333,1,650,M.A. Master of Arts,School of Health Sciences,Public Health,2008,2004,advancement_entry
334,1,650,Certificate,College of Arts and Sciences,Economics,2015,2013,advancement_entry
335,1,11581,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2003,1999,crm_import
336,1,10205,A.B. Bachelor of Arts,School of Engineering,Mechanical Engineering,1993,1989,crm_import
337,1,18371,A.B. Bachelor of Arts,College of Arts and Sciences,Economics,1987,1983,crm_import
338,1,18213,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2007,2003,crm_import
339,1,8150,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,1995,1991,crm_import
340,1,13147,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2013,2009,crm_import
341,1,83,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2016,2012,online
342,1,9444,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,1952,1948,advancement_entry
343,1,10138,M.B.A. Master of Business Administration,College of Arts and Sciences,English,2012,2008,crm_import
344,1,5555,,School of Engineering,Mechanical Engineering,1960,1956,crm_import
345,1,13906,M.S. Master of Science,School of Engineering,Computer Science,,2021,crm_import
346,1,4808,M.S. Master of Science,School of Health Sciences,Public Health,2019,2015,crm_import
347,1,7826,M.B.A. Master of Business Administration,College of Arts and Sciences,,2019,2015,crm_import
348,1,1380,J.D. Doctor of Jurisprudence,School of Engineering,,2007,2003,online
349,1,14058,Certificate,College of Arts and Sciences,Economics,2006,2002,crm_import
350,1,9335,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,1968,1964,crm_import
351,1,8050,Certificate,School of Education,Education,2004,2000,crm_import
352,1,19041,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2016,2012,crm_import
353,1,15053,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2018,2014,crm_import
354,1,15053,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,2025,2023,crm_import
355,1,7005,,College of Arts and Sciences,English,1962,1958,online
356,1,7005,M.B.A. Master of Business Administration,School of Business,Business Administration,1964,1962,online
357,1,3272,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,1960,1956,online
358,1,6144,M.B.A. Master of Business Administration,College of Arts and Sciences,,1997,1993,advancement_entry
359,1,14808,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2023,2019,crm_import
360,1,17432,,College of Arts and Sciences,English,2002,1998,crm_import
361,1,2374,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,1999,1995,crm_import
362,1,7502,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2008,2004,crm_import
363,1,9106,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,1991,1987,crm_import
364,1,2482,J.D. Doctor of Jurisprudence,School of Engineering,Computer Science,1996,1992,online
365,1,2482,M.S. Master of Science,School of Engineering,Computer Science,1998,1996,online
366,1,10074,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,2012,2008,online
367,1,14273,B.S. Bachelor of Science,College of Arts and Sciences,Biology,1962,1958,advancement_entry
368,1,4477,B.S. Bachelor of Science,College of Arts and Sciences,Economics,1970,1966,crm_import
369,1,15470,M.S. Master of Science,School of Health Sciences,Public Health,1990,1986,crm_import
370,1,15470,M.B.A. Master of Business Administration,School of Education,Education,1992,1990,crm_import
371,1,8905,B.S. Bachelor of Science,School of Education,Education,2016,2012,crm_import
372,1,19862,M.A. Master of Arts,School of Engineering,Mechanical Engineering,2013,2009,crm_import
373,1,9338,A.B. Bachelor of Arts,School of Business,,2006,2002,crm_import
374,1,13295,Certificate,College of Arts and Sciences,History,1969,1965,crm_import
375,1,4591,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,1970,1966,crm_import
376,1,19630,M.A. Master of Arts,School of Engineering,Mechanical Engineering,1994,1990,online
377,1,7435,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,1992,1988,online
378,1,12041,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,1995,1991,advancement_entry
379,1,4524,M.A. Master of Arts,School of Business,Business Administration,2004,2000,crm_import
380,1,14836,M.A. Master of Arts,College of Arts and Sciences,Biology,2021,2017,crm_import
381,1,9301,B.A. Bachelor of Arts,College of Arts and Sciences,,2016,2012,crm_import
382,1,10650,Ph.D. Doctor of Philosophy,School of Health Sciences,,2006,2002,crm_import
383,1,1696,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,2015,2011,crm_import
384,1,16227,B.S. Bachelor of Science,College of Arts and Sciences,English,2016,2012,crm_import
385,1,1199,J.D. Doctor of Jurisprudence,School of Education,Education,2007,2003,crm_import
386,1,14910,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,2015,2011,online
387,1,4020,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,1975,1971,online
388,1,2426,M.A. Master of Arts,School of Engineering,Computer Science,2014,2010,crm_import
389,1,17819,M.A. Master of Arts,School of Education,Education,2003,1999,crm_import
390,1,8093,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,,2015,crm_import
391,1,15974,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2002,1998,crm_import
392,1,2407,Ph.D. Doctor of Philosophy,College of Arts and Sciences,History,1973,1969,crm_import
393,1,17869,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2015,2011,crm_import
394,1,346,J.D. Doctor of Jurisprudence,School of Business,Business Administration,2008,2004,crm_import
395,1,15034,B.B.A. Bachelor of Business Administration,School of Education,Education,2006,2002,online
396,1,1876,Certificate,School of Education,Education,2016,2012,online
397,1,15097,M.B.A. Master of Business Administration,School of Education,Education,,1987,advancement_entry
398,1,19458,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,,2015,crm_import
399,1,19458,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,2025,2023,crm_import
400,1,13457,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2014,2010,crm_import
401,1,886,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2003,1999,crm_import
402,1,7594,M.A. Master of Arts,College of Arts and Sciences,English,1982,1978,crm_import
403,1,11500,Ph.D. Doctor of Philosophy,College of Arts and Sciences,History,2007,2003,crm_import
404,1,11024,Ph.D. Doctor of Philosophy,School of Education,Education,,2009,crm_import
405,1,2343,M.S. Master of Science,School of Business,Business Administration,1972,1968,online
406,1,9881,B.A. Bachelor of Arts,College of Arts and Sciences,,,1974,online
407,1,9881,M.S. Master of Science,College of Arts and Sciences,Biology,1981,1979,online
408,1,3378,M.S. Master of Science,College of Arts and Sciences,,2009,2005,advancement_entry
409,1,12719,M.B.A. Master of Business Administration,College of Arts and Sciences,Biology,2019,2015,crm_import
410,1,3376,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,2019,2015,crm_import
411,1,8484,,College of Arts and Sciences,Biology,,1999,crm_import
412,1,16166,,College of Arts and Sciences,History,1990,1986,crm_import
413,1,19406,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,1974,1970,crm_import
414,1,16388,Certificate,College of Arts and Sciences,Political Science,2010,2006,crm_import
415,1,14219,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2018,2014,online
416,1,15365,B.A. Bachelor of Arts,College of Arts and Sciences,English,2006,2002,online
417,1,5744,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,1992,1988,advancement_entry
418,1,877,A.B. Bachelor of Arts,School of Education,Education,2009,2005,crm_import
419,1,2208,Certificate,College of Arts and Sciences,,2001,1997,crm_import
420,1,2208,Certificate,School of Health Sciences,Public Health,2008,2006,crm_import
421,1,6331,,College of Arts and Sciences,Biology,1990,1986,crm_import
422,1,19658,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2017,2013,crm_import
423,1,16040,,School of Engineering,Mechanical Engineering,1978,1974,crm_import
424,1,18312,M.S. Master of Science,College of Arts and Sciences,Political Science,2011,2007,crm_import
425,1,5214,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2013,2009,crm_import
426,1,13379,M.S. Master of Science,College of Arts and Sciences,Biology,1972,1968,online
427,1,5515,Certificate,College of Arts and Sciences,History,2005,2001,advancement_entry
428,1,3512,M.A. Master of Arts,School of Health Sciences,Public Health,1992,1988,crm_import
429,1,9813,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,1993,1989,crm_import
430,1,7960,M.B.A. Master of Business Administration,School of Engineering,Computer Science,,2014,crm_import
431,1,754,A.B. Bachelor of Arts,School of Health Sciences,Public Health,1973,1969,crm_import
432,1,4779,Certificate,School of Engineering,Mechanical Engineering,2021,2017,crm_import
433,1,15160,B.S. Bachelor of Science,School of Education,,1994,1990,crm_import
434,1,7022,Certificate,College of Arts and Sciences,English,1997,1993,crm_import
435,1,11646,M.B.A. Master of Business Administration,School of Engineering,,,1994,online
436,1,13307,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2022,2018,online
437,1,5385,M.B.A. Master of Business Administration,School of Education,Education,1974,1970,advancement_entry
438,1,9370,B.S. Bachelor of Science,School of Engineering,Computer Science,2008,2004,crm_import
439,1,3560,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2004,2000,crm_import
440,1,7620,Ph.D. Doctor of Philosophy,School of Engineering,Computer Science,2002,1998,crm_import
441,1,19560,A.B. Bachelor of Arts,College of Arts and Sciences,,,1979,crm_import
442,1,1995,A.B. Bachelor of Arts,College of Arts and Sciences,Biology,2005,2001,crm_import
443,1,17892,M.S. Master of Science,School of Engineering,Mechanical Engineering,2026,2022,crm_import
444,1,3533,A.B. Bachelor of Arts,School of Education,Education,1993,1989,crm_import
445,1,5432,M.A. Master of Arts,School of Business,Business Administration,2005,2001,online
446,1,1552,Certificate,College of Arts and Sciences,Economics,1998,1994,online
447,1,3305,M.A. Master of Arts,School of Engineering,Mechanical Engineering,1955,1951,advancement_entry
448,1,14193,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,1953,1949,crm_import
449,1,3179,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2010,2006,crm_import
450,1,3352,A.B. Bachelor of Arts,College of Arts and Sciences,Biology,1972,1968,crm_import
451,1,10828,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,1969,1965,crm_import
452,1,331,J.D. Doctor of Jurisprudence,School of Business,Business Administration,2003,1999,crm_import
453,1,5510,A.B. Bachelor of Arts,School of Business,Business Administration,,1996,crm_import
454,1,14785,A.B. Bachelor of Arts,School of Engineering,Mechanical Engineering,1965,1961,crm_import
455,1,17458,Certificate,College of Arts and Sciences,Economics,1977,1973,online
456,1,6864,M.A. Master of Arts,College of Arts and Sciences,Economics,1984,1980,online
457,1,4683,B.S. Bachelor of Science,School of Engineering,Computer Science,1978,1974,advancement_entry
458,1,7403,M.A. Master of Arts,College of Arts and Sciences,Biology,2026,2022,crm_import
459,1,9048,M.A. Master of Arts,School of Engineering,Mechanical Engineering,,2000,crm_import
460,1,2659,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,1992,1988,crm_import
461,1,11397,Certificate,School of Business,Business Administration,2018,2014,crm_import
462,1,17807,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,1955,1951,crm_import
463,1,17807,A.B. Bachelor of Arts,College of Arts and Sciences,Biology,1959,1957,crm_import
464,1,9766,A.B. Bachelor of Arts,School of Health Sciences,Public Health,2018,2014,crm_import
465,1,5320,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,1975,1971,crm_import
466,1,7215,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Biology,2004,2000,online
467,1,11870,B.A. Bachelor of Arts,School of Engineering,Computer Science,1980,1976,online
468,1,61,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Economics,,2006,advancement_entry
469,1,9307,Ph.D. Doctor of Philosophy,School of Engineering,Computer Science,2003,1999,crm_import
